sector_id,delta_commodity_output
1,0.08686793630477041
2,0.08142161776777357
3,0.0015029290366328496
4,0.009603163060091902
5,0.0037705662834923714
6,0.08281943837209838
7,0.9985979631310329
8,0.05302923827548511
9,0.007384472315607127
10,0.04672123615455348
11,0.007009422639384866
12,0.1290999582852237
13,0.056222282320959494
14,12.789775436540367
15,0.14813513518311083
16,0.020363976356748026
17,0.016217790413065813
18,0.007388435551547445
19,0.018249734930577688
20,0.043622675773804076
21,0.06784315561526455
22,0.0060019766624463955
23,0.005014998663682491
24,0.01958029074012302
25,0.004122533471672796
26,0.004114902454602998
27,0.013208831711381208
28,0.009120063132286305
29,0.03038406572159147
30,0.004887483861239161
31,0.010783250098029384
32,0.004670320726290811
33,0.013491752346453723
34,0.04625616886187345
35,0.05064320623932872
36,0.03353565471479669
37,0.6704379916773178
38,0.34058495331555605
39,0.002626141969813034
40,0.03002724191173911
41,0.06146368104964495
42,0.031097231738385744
43,0.049790907331043854
44,0.06917210166284349
45,0.011578642854146892
46,0.020350351027445868
47,0.03170450303150574
48,0.013704144686926156
49,0.08098207708098926
50,0.06506726195220836
51,0.027249363338341936
52,0.011092304226622218
53,0.010513417473703157
54,0.06670581793878227
55,0.0034843774301407393
56,0.008215308549551992
57,0.023015730701445136
58,0.006931550295121269
59,0.011675760244543198
60,0.0014239683391679137
61,0.028976198358577676
62,0.0159482745511923
63,0.0012063513058819808
64,0.01612437919175136
65,0.0047052286863618065
66,0.016442110951174982
67,0.016466386456158943
68,0.001834208844229579
69,0.001670161644142354
70,0.11475779121974483
71,0.004139842611039057
72,0.0034054023017233703
73,0.00037740380139439367
74,0.0005688972705684137
75,0.003820353485934902
76,7.050700151012279e-05
77,0.0015075385163072497
78,0.0001705575250525726
79,0.01342346596356947
80,0.5075080380775034
81,0.0011902012047357857
82,0.0004990339220967144
83,0.00015836342936381698
84,0.018967660842463374
85,0.03499888168880716
86,0.07146281092718709
87,0.011006851142155938
88,0.10441925376653671
89,0.017598089441889897
90,0.15903795148187783
91,0.06672374857589602
92,0.02293317494331859
93,0.057181861135177314
94,0.013852747943019494
95,0.01784566926653497
96,0.001492636562034022
97,0.22340296301990747
98,0.08844810811569914
99,0.059568701981334016
100,0.13587559445295483
101,0.24963434459641576
102,0.0031056797015480697
103,0.07198361621703953
104,0.14373511215671897
105,0.3198872928041965
106,0.018533115697209723
107,0.04215900888084434
108,0.03764839074574411
109,0.13585838995641097
110,0.12141062831506133
111,0.3323366288677789
112,0.03154212858134997
113,0.17485609179129824
114,0.14334624080220237
115,0.005442313966341317
116,0.09848995530046523
117,0.0019687639196490636
118,0.010909578755672555
119,0.04518918367102742
120,0.13441064598737285
121,0.021651920673321
122,0.021219268448476214
123,0.1350133644300513
124,0.033851955144200474
125,0.012890858539321925
126,0.04319486761232838
127,0.1368672899552621
128,0.025364040877320804
129,0.19970061449566856
130,0.0
131,0.0077377945999614894
132,0.02062689562444575
133,6.192026194185019e-05
134,0.0
135,3.7160643842071295e-06
136,2.5779256247915328e-05
137,4.483140219235793e-05
138,0.0
139,0.00019098701159236953
140,9.619048796594143e-06
141,6.45094842184335e-05
142,8.282950147986412e-07
143,0.0
144,0.0
145,0.010669121766113676
146,0.0019092605871264823
147,0.005295314171235077
148,0.003567563537217211
149,0.016004720942873973
150,0.0
151,4.902514046989381e-05
152,0.002848206044291146
153,0.005331623338861391
154,0.033397793769836426
155,0.027677037985995412
156,0.04008388676447794
157,0.013882730068871751
158,0.07100511760654626
159,0.045632196197402664
160,0.02988157421350479
161,0.0003349509061081335
162,0.0
163,0.01203664318745723
164,0.018930786347482353
165,0.0
166,0.00027844804571941495
167,0.0034793031227309257
168,0.0
169,0.0024167634546756744
170,0.029752512462437153
171,0.0
172,0.0
173,0.0642785131931305
174,0.0
175,0.15286013200238813
176,0.036817630694713444
