sector_id,delta_commodity_output
1,0.21160779942874797
2,0.2167337010614574
3,0.0073790263377304655
4,0.03579758791602217
5,0.014551432494045002
6,0.14382143242983148
7,0.993863591022091
8,0.213541785684356
9,0.03176399206495262
10,0.07277338306448655
11,0.00524677244538907
12,0.2734135403879918
13,0.20417973917210475
14,26.920925648140837
15,0.19931167550384998
16,0.07523615445825271
17,0.04891207718173973
18,0.04492616820789408
19,0.0695045304892119
20,0.10791032075940166
21,0.18754715428804047
22,0.0180792343307985
23,0.048370593052823097
24,0.04954966716468334
25,0.009869381290627643
26,0.08795367166749202
27,0.10994215184473433
28,0.07271349520306103
29,0.2522273306531133
30,0.14435041332035325
31,0.028830067611124832
32,0.014631100704718847
33,0.04317526837985497
34,0.20732567166851368
35,0.22856568133283872
36,0.1882602523546666
37,1.181867943960242
38,0.8257839307188988
39,0.017213768733199686
40,0.11977585611748509
41,0.21765884492197074
42,0.09070754187996499
43,0.17313653664314188
44,0.20332586679433007
45,0.05412015984256868
46,0.06854367579217069
47,0.1459242487544543
48,0.05489363137894543
49,0.24382140970556065
50,0.17736953109852038
51,0.05783713441633154
52,0.026844709220313234
53,0.03147134737446322
54,0.17075034353183582
55,0.017438041322748177
56,0.023926676672999747
57,0.08169319474836811
58,0.01823624823737191
59,0.02099947053284268
60,0.009938029448676389
61,0.052644034556578845
62,0.07491236383793876
63,0.014864251874314505
64,0.058331036914751166
65,0.02047557865807903
66,0.06784146966674598
67,0.06162067772675073
68,0.02652307547396049
69,0.0032693960311007686
70,0.2774764022906311
71,0.01635997899575159
72,0.0021428590443974826
73,0.002360296442930121
74,0.0026889916516665835
75,0.01268709271971602
76,0.0012128293255955214
77,0.010969266382744536
78,0.0036098699165449943
79,0.1284902896732092
80,1.0085609129164368
81,0.006513441097922623
82,0.00732727738795802
83,0.0023439125798176974
84,0.02772062039002776
85,0.20351793293957599
86,0.13242633944901172
87,0.02718291634664638
88,0.22151800512801856
89,0.028071121087123174
90,0.22919903646106832
91,0.12091006281843875
92,0.13539253319322597
93,0.05946514147944981
94,0.03689112279244
95,0.03856011570314877
96,0.008850169990182621
97,0.3358838072163053
98,0.08066078394040233
99,0.0687994888285175
100,0.17547958309296519
101,0.7304740395629779
102,0.006936436810065061
103,0.047622621175833046
104,0.09629941068124026
105,0.6405173289822415
106,0.1292988968489226
107,0.09925992877106182
108,0.12768543380661868
109,0.4153600954450667
110,0.2895263117097784
111,0.7911403104371857
112,0.10550937963853357
113,0.21003430761629716
114,0.3020095286774449
115,0.09478072955971584
116,0.26595041289692745
117,0.006385168420820264
118,0.052043686493561836
119,0.13910548140120227
120,0.32859591563465074
121,0.0677264607293182
122,0.03769779798676609
123,0.1988189016119577
124,0.092923087941017
125,0.03724839743517805
126,0.0974801778793335
127,0.3538025053567253
128,0.11093727908883011
129,0.5047389130631927
130,0.0
131,0.0061533003754448146
132,0.0027208600367885083
133,0.0004118766519241035
134,0.0
135,3.9162310713436455e-05
136,0.00019034116121474653
137,0.0002305969610461034
138,0.0
139,5.1264651119709015e-06
140,0.0001163257984444499
141,0.00014648036449216306
142,2.251088517368771e-05
143,0.0
144,0.0
145,0.07997930541750975
146,0.010069412259326782
147,0.010771433841000544
148,0.009326775005320087
149,0.03237036208156496
150,0.0
151,0.00021208989892329555
152,0.04296465005609207
153,0.021105106359755155
154,0.14634021860547364
155,0.07749389761011116
156,0.11504744982812554
157,0.0785432405245956
158,0.5424230803328101
159,0.23929624060110655
160,0.11201682614773745
161,0.001477725847507827
162,0.0
163,0.042222329815558624
164,0.08100033714435995
165,0.0
166,0.0019188157093594782
167,0.036585306166671216
168,0.0
169,0.014743825537152588
170,0.1448010468739085
171,0.0
172,0.0
173,0.09329417929984629
174,0.0
175,0.3328853936982341
176,0.11010232582339086
